idx,PRODUCT_CODE,product_name,BRAND_NAME
1355,423331620,HU-RELAX & RESTORE TABLET,HU-RELAX
1356,423331632,HU-VEGAN OMEGA DHA CAPSULES,HU-VEGAN
1357,423331477,I RINSE NASAL SPRAY,I RINSE
1358,423331069,IBATKIN 100 CAPSULES,IBATKIN
1359,423331070,IBATKIN 100 TABLETS,IBATKIN
1360,423331051,IBATKIN 400 CAPSULES,IBATKIN
1361,421110634,IBUSOFT - XT TABLETS,IBUSOFT
1362,420001757,IBUSOFT 200  1X10T,IBUSOFT
1363,421110235,IBUSOFT 300 MG. TABLET,IBUSOFT
1364,421110236,IBUSOFT 400 MG. TABLET,IBUSOFT
1365,423330588,ICL-1 INJECTION,ICL
1366,423330589,ICL-2 INJECTION,ICL
1367,423330590,ICL-3 INJECTION,ICL
1368,420000449,IKA 10X10,IKA
1369,491110201,IKGDAR INJECTION 100MG/10ML,IKGDAR
1370,491110202,IKGDAR INJECTION 500MG/50ML,IKGDAR
1371,423331529,IMIGLIN-500 MG TABLETS,IMIGLIN-500
1372,421111731,IMINORAL - 100 CAPSULES,IMINORAL
1373,421111765,IMINORAL - 25 CAPSULES,IMINORAL
1374,421111730,IMINORAL - 50 CAPSULES,IMINORAL
1375,421111811,IMINORAL SOLUTION 50 ML,IMINORAL
1376,421110723,IMPETUS POWDER,IMPETUS
1377,491110262,IMTUS 100 MG INJECTION,IMTUS
1378,491110261,IMTUS 40 MG INJECTION,IMTUS
1379,421110352,INAREM 1 GM INJECTION,INAREM
1380,421110922,INAREM 250 MG INJECTION,INAREM
1381,421110923,INAREM 500 MG INJECTION,INAREM
1382,491110002,INBEC CAPSULES,INBEC
1383,424441764,INBEC TABLETS 1X30T,INBEC
1384,424441554,INBEC TABLETS 1X90T,INBEC
1385,421111837,INDUZ CAPSULES,INDUZ
1386,421112242,INDUZ TABLETS 1X 5 T,INDUZ
1387,424440557,INFEN - 25 TABLETS,INFEN
1388,421111278,INFEN GEL 30 GM,INFEN
1389,421110619,INFEN INJECTION,INFEN
1390,424440771,INFEN MR TABLETS,INFEN
1391,421110710,INFEN OD TABLETS,INFEN
1392,421110820,INFEN P SPAS TABLETS,INFEN
1393,424441935,INFEN P TABLETS,INFEN
1394,421112538,INFEN PLASTER 1X7,INFEN
1395,421110821,INFEN SERA TABLETS,INFEN
1396,421110842,INFEN SPAS INJECTION,INFEN
1397,421110819,INFEN SPAS TABLETS,INFEN
1398,421111064,INFEN SPRAY 35 GM,INFEN
1399,423331240,INOGES CAPSULES,INOGES
1400,421110896,INSTA ZOSEC TABLETS,INSTA ZOSEC
1401,423331225,INSTAMUNE POWDER 90 GM,INSTAMUNE
1402,423330245,INSTANTINO 5 ML INJECTION,INSTANTINO
1403,424441045,INSTGRA 50 MG TABLET 30s,INSTGRA
1404,424441757,INSTGRA TABLET 1X30T,INSTGRA
1405,424441497,INSTGRA TABLET 1X90 T,INSTGRA
1406,420000254,IRBEZ - 6 10X10 T,IRBEZ
1407,421110622,IRBEZ TABLETS,IRBEZ
1408,423331727,I-RINSE SPRAY 100 ML,I RINSE
1409,423331179,ISEREN GEL 7 GM,ISEREN
1410,423331131,ITACT 300 MCG,ITACT
1411,423331772,ITROTUS 100 CAPSULE,ITROTUS
1412,423331773,ITROTUS 200 CAPSULE,ITROTUS
1413,423331394,IVADIN XR 10 MG TABLETS,IVADIN
1414,421111843,IXAPANA 10 MG CAPSULES,IXAPANA
1415,421111844,IXAPANA 15 MG CAPSULES,IXAPANA
1416,421111845,IXAPANA 20 MG CAPSULES,IXAPANA
1417,423331275,JETCID SUSPENSION 170 ML,JETCID
1418,421111259,JEVTANA 60 MG/1.5 ML INJECTION,JEVTANA
1419,424440234,JUSTINEX 30 TABLETS,JUSTINEX
1420,424440080,JUSTSLEEP 1 MG TABLET,JUSTSLEEP
1421,424440081,JUSTSLEEP 2 MG TABLET,JUSTSLEEP
1422,421110515,JUSTSLEEP 3 MG TABLET,JUSTSLEEP
1423,423330748,KASIZA SYRUP 100 ML,KASIZA
1424,421112414,KEMCURE-DT TABLETS 20X15T,KEMCURE
1425,421111779,KETOCURE SHAMPOO 1X100 ML,KETOCURE
1426,421112192,KETOCURE+ZPTO SHAMPOO,KETOCURE
1427,422220242,KETOFIX  TABLETS,KETOFIX
1428,429930614,KETOPLAST 10X1X7 PATCHES,KETOPLAST
1429,423330724,KETOPLAST 20 MG PATCHES,KETOPLAST
1430,423331337,KETOPLAST+ 30 MG PATCHES,KETOPLAST
1431,421112185,KETOSOFT SHAMPOO 1X100 ML,KETOSOFT
1432,427770127,KIMET XL 12.5 MG TABLETS,KIMET
1433,427770128,KIMET XL 25 MG TABLETS,KIMET
1434,427770129,KIMET XL 50 MG TABLETS,KIMET
1435,423331329,KOOLPARA 500 TABLET,KOOLPARA
1436,423331330,KOOLPARA 650 TABLET,KOOLPARA
1437,423330757,KOOLPARA DS SUSPENSION 60 ML,KOOLPARA
1438,423330876,KOOLPARA SUSPENSION,KOOLPARA
1439,423331083,KOOLPARA SUSPENSION 60 ML,KOOLPARA
1440,421110305,L - CERIZINE  10 T,L-CERIZINE
1441,421111275,LACTACYD  1X100 ML,LACTACYD
1442,427770142,LAFAXID 10 TABLETS,LAFAXID
1443,427770145,LAFAXID D TABLETS,LAFAXID
1444,420500018,LA-MIKA 100 INJECTION,LA-MIKA
1445,423331781,LA-MIKA 250 INJECTION,LA-MIKA
1446,420500020,LA-MIKA 500 INJECTION,LA-MIKA
1447,421112103,LAMOTEM 100 MG TABLET,LAMOTEM
1448,421112104,LAMOTEM 25 MG TABLET,LAMOTEM
1449,421112105,LAMOTEM 50 MG TABLET,LAMOTEM
1450,421110934,LANCURE I.V. 1X300 ML,LANCURE
1451,421111071,LANCURE SUSPENSION 30 ML,LANCURE
1452,421111508,LANCURE TABLETS,LANCURE
1453,421112214,LAPATEM 250 MG TABLET 30s,LAPATEM
1454,421112213,LAPATEM TABLETS 1X120 T,LAPATEM
1455,421112176,LAPATEM TABLETS 1X30 T,LAPATEM
1456,494440136,LAPAZ  KIT,LAPAZ
1457,421112911,LASILACTONE 50 TABLET 10x10T,LASILACTONE
1458,421112913,LASIX 40 MG TABLET 80x15T,LASIX
1459,421112912,LASIX 40 MG/4ML INJECTION,LASIX
1460,494440118,LAVIR 150 TABLET 1X60T,LAVIR
1461,491110064,LAVIR ORAL SOLUTION,LAVIR
1462,421110606,LAXIBEX GRANULES,LAXIBEX
1463,421110354,LAXIFAST SP TABLETS,LAXIFAST
1464,421110223,LAXIFAST SUSPENSION,LAXIFAST
1465,421110318,LAXIFAST TABLETS 10T,LAXIFAST
1466,424441072,LAZID 150/300 MG TABLET 60s,LAZID
1467,494440103,LAZID E KIT,LAZID
1468,424441070,LAZID E KIT 150/300/600 MG TABLET 2X5,LAZID
1469,494440065,LAZID N TABLET,LAZID
1470,494440079,LAZID N TABLET 1x60 T,LAZID
1471,491110216,LAZID TABLETS,LAZID
1472,421110403,L-CERIZINE SYRUP 30 ML,L-CERIZINE
1473,421111345,LEMCURE DS SYRUP 200 ML,LEMCURE
1474,421112478,LEMCURE SACHET 20X5G,LEMCURE
1475,421112582,LEMCURE ZYM SYRUP 200ML,LEMCURE
1476,423330842,LESOVIR TABLETS,LESOVIR
1477,421112816,LICETCURE SYRUP 60 ML,LICETCURE
1478,421112673,LICETCURE TABLET 5X6X10T,LICETCURE
1479,421110089,LIF - TAZ INJECTION 562.5 MG,LIF-TAZ
1480,421110985,LIFTAZ 1.0 GM INJECTION,LIF-TAZ
1481,421110983,LIFTAZ 250 MG INJECTION,LIF-TAZ
1482,421110984,LIFTAZ 500 MG INJECTION,LIF-TAZ
1483,421110090,LIF-TAZ FORTE INJ. 1.125 GM,LIF-TAZ
1484,421111084,LIFTAZ KID INJECTION,LIF-TAZ
1485,491110333,LIORESAL 25 TABLET,LIORESAL
1486,491110331,LIORESAL LIQUID 100 ML,LIORESAL
1487,491110332,LIORESAL10 TABLET,LIORESAL
1488,424440046,LIPIRA - 20 TABLETS 3X3X10 T,LIPIRA
1489,424440047,LIPIRA - 40 TABLETS 3X10 T,LIPIRA
1490,420001699,LIPIRA - EZ TABLETS 10T,LIPIRA
1491,424440045,LIPIRA 10 TABLET,LIPIRA
1492,424440044,LIPIRA 5 TABLET,LIPIRA
1493,421110527,LIPIRA F TABLET,LIPIRA
1494,424440141,LIVIVE - 150 TABLET,LIVIVE
1495,424440142,LIVIVE - 500 TABLET,LIVIVE
1496,421110561,LIVIVE INFUSION,LIVIVE
1497,423331461,LIZUVIRA CAPS 200 MG,LIZUVIRA
1498,421112055,LOBACOR 10 TABLET,LOBACOR
1499,421112056,LOBACOR 5 TABLET,LOBACOR
1500,424441077,LOBASET 10 TABLETS,LOBASET
1501,424441489,LOBASET-XL 20 TABLETS,LOBASET
1502,423331615,LOBETRON 0.5 MG TABLETS,LOBETRON
1503,491110091,LOMOH 20 MG INJECTION,LOMOH
1504,421112411,LOMOH 40 MG INJECTION,LOMOH
1505,421112410,LOMOH 60 MG INJECTION,LOMOH
1506,421110388,LOMOH 80 MG INJECTION,LOMOH
1507,420030130,LOMOREST 10X10 C,LOMOREST
1508,429930192,LOMOREST-10 SACHET 1x3s,LOMOREST
1509,420030186,LOMOREST-30 SACHET 1X3S,LOMOREST
1510,420120021,LOPRESOR 100 10X10 T,LOPRESOR
1511,420120022,LOPRESOR 50 10X10 T,LOPRESOR
1512,420030063,LORETA TABLET 5 MG,LORETA
1513,423330499,LORETA-P 8 TAB 10X10 T,LORETA
1514,420000568,LORNIT  500  MG TABLETS,LORNIT
1515,423330300,LORNIT INFUSION 10 ML,LORNIT
1516,423331476,LORNIT SACHET,LORNIT
1517,429930952,LORNIT SACHET 2 X 3 GM,LORNIT
1518,423331236,LORNIT SYRUP 100 ML,LORNIT
1519,429930762,LORNIT SYRUP 30 ML,LORNIT
1520,423331159,LORNIT SYRUP 60 ML,LORNIT
1521,427770360,LORNIT TABLETS 150 MG,LORNIT
1522,420000451,LOTOR - 250 1X5,LOTOR
1523,420002617,LOTOR - 750 TABLETS 1X5 T,LOTOR
1524,427770153,LOTOR TABLETS 500 MG,LOTOR
1525,421112270,LOVOXIN 500 TABLETS,LOVOXIN
1526,421112592,LOVOXIN IV INF 500MG/100ML WITH CARTON,LOVOXIN
1527,423331018,LUBRIONE INJECTION PFS,LUBRIONE
1528,421112620,LUZARN CREAM 10 GM,LUZARN
1529,421111943,LUZARN CREAM 1X20 GM,LUZARN
1530,421112520,LUZARN CREAM 1X30 GM,LUZARN
1531,421111782,LUZARN LOTION,LUZARN
1532,429991253,LUZARN LOTION 1 X 20 ML,LUZARN
1533,421112732,LUZARN SPRAY 30ML,LUZARN
1534,420000262,LUZARN TABLET 0.25 MG,LUZARN
1535,420000263,LUZARN TABLET 0.50 MG,LUZARN
1536,421112854,LYSTOK CAPSULE 1 x 15 C,LYSTOK
1537,423330446,MAGICORT CREAM,MAGICORT
1538,421111578,MAGNISTA INJECTION,MAGNISTA
1539,423330696,MAHAAPP SYRUP 200 ML,MAHAAPP
1540,423330089,MAHADOL MR TABLETS,MAHADOL
1541,427770532,MAHADOL TABLETS,MAHADOL
1542,423331093,MAHANAC - 100 TABLETS,MAHANAC
1543,423331729,MAHANAC  P  TABLET,MAHANAC
1544,423330558,MAHANAC  PLUS TABLETS,MAHANAC
1545,423331268,MAHANAC - TC TABLET,MAHANAC
1546,423331094,MAHANAC 200 SR TABLETS,MAHANAC
1547,423331473,MAHANAC GEL 30 GM,MAHANAC
1548,423331405,MAHANAC MR TABLETS,MAHANAC
1549,423330092,MAHANAC PRO TABLETS,MAHANAC
1550,423331474,MAHANAC SPRAY 35 GM,MAHANAC
1551,423330193,MAHANAC SR TABLETS,MAHANAC
1552,423330453,MAHANAC-S TABLETS,MAHANAC
1553,423330597,MALREST INJ,MALREST
1554,421112215,MATERNA DEPOT 3.75 MG INJECTION,MATERNA
1555,421112530,MATERNA HMG HP 1200 IU/4ML MD,MATERNA
1556,421112531,MATERNA HMG HP 225 IU/0.75ML PFS,MATERNA
1557,421112532,MATERNA HMG HP 300 IU/1ML PFS,MATERNA
1558,421112253,MATERNA LMD INJECTION 4mg/4ml,MATERNA
1559,421111034,MATERNA r-FSH 1200 I.U.,MATERNA
1560,421111274,MATERNA R-FSH 150 IU INJECTION,MATERNA
1561,421111033,MATERNA r-FSH 300 I.U.,MATERNA
1562,421111273,MATERNA R-FSH 75 IU INJECTION,MATERNA
1563,421111195,MATERNA-CC 100 TABLETS,MATERNA
1564,421111808,MATERNA-CC TABLETS,MATERNA
1565,491110143,MATERNA-FSH 150 I.U.,MATERNA
1566,491110142,MATERNA-FSH 75 I.U.,MATERNA
1567,491110367,MATERNA-HCG 10000 IU HP,MATERNA
1568,491110275,MATERNA-HCG 2000 I.U.,MATERNA
1569,491110366,MATERNA-HCG 5000 IU HP,MATERNA
1570,491110369,MATERNA-HMG 150 I.U.,MATERNA
1571,491110368,MATERNA-HMG 75 I.U.,MATERNA
1572,421111448,MAXIGARD 1 INJECTION,MAXIGARD
1573,421111083,MAXIGARD 250 MG INJECTION,MAXIGARD
1574,421110945,MAXIGARD INJECTION,MAXIGARD
1575,423330578,MAXILIV 600 MG INJECTION,MAXILIV
1576,423330746,MAXILIV TABLETS,MAXILIV
1577,423331716,MAXSTINE M SUSPENSION,MAXSTINE
1578,423331710,MAXSTINE M TABLETS,MAXSTINE
1579,423331327,MAXSTINE SYRUP,MAXSTINE
1580,423331709,MAXSTINE TABLET,MAXSTINE
1581,429930445,MAXTRA - S NASAL SPRAY 20 ML PS,MAXTRA
1582,420030069,MAXTRA  SYP  60 ML,MAXTRA
1583,423331757,MAXTRA C DROPS 10 ML,MAXTRA
1584,427770299,MAXTRA COLD (+) TABLETS,MAXTRA
1585,423331755,MAXTRA DC SYRUP 120 ML,MAXTRA
1586,423331303,MAXTRA GARGLE 120 ML,MAXTRA
1587,429930846,MAXTRA GARGLE 30ML,MAXTRA
1588,423331762,MAXTRA HS ORAL DROPS 15 ML,MAXTRA
1589,423331770,MAXTRA LM SYRUP,MAXTRA
1590,423331671,MAXTRA N DROPS 15 ML,MAXTRA
1591,429930296,MAXTRA NASAL DROPS 10 ML,MAXTRA
1592,423331213,MAXTRA O NASAL SPRAY,MAXTRA
1593,423331221,MAXTRA ORAL DROPS,MAXTRA
1594,423331586,MAXTRA P DROPS 15ML,MAXTRA
1595,423331339,MAXTRA P DS SYRUP,MAXTRA
1596,423331688,MAXTRA P DS SYRUP 120ML,MAXTRA
1597,423331684,MAXTRA P DS SYRUP 60ML,MAXTRA
1598,423331310,MAXTRA P ORAL DROPS,MAXTRA
1599,423331311,MAXTRA P SYRUP,MAXTRA
1600,423331434,MAXTRA P SYRUP 60ML,MAXTRA
1601,427770212,MAXTRA P TABLETS,MAXTRA
1602,423331715,MAXTRA S NASAL SPRAY,MAXTRA
1603,427770193,MAXTRA TABLETS,MAXTRA
1604,423330502,MAXTRA-COLD TAB 10X10 T,MAXTRA
1605,423330701,MECOVON  G  TABLETS,MECOVON
1606,423331208,MECOVON 1000 INJECTION,MECOVON
1607,423330098,MECOVON 500 MG INJECTION,MECOVON
1608,420030187,MECOVON CAPS. 10X10C,MECOVON
1609,423331545,MECOVON OD CAPSULES,MECOVON
1610,420500060,MEFAST - D TABLETS 10X10 T,MEFAST
1611,420500061,MEFAST - P TABLETS 10X10 T,MEFAST
1612,423331726,MEFAST 100 SUSPENSION,MEFAST
1613,423331224,MEFAST P SUSPENSION,MEFAST
1614,420001871,MEFLOQUINE HCL TABLETS 250 MG 3X10 T,MEFLOQUINE
1615,423330674,MEGANANO GEL 15 GM,MEGANANO
1616,423330803,MEGANANO GEL 200 GM,MEGANANO
1617,423330839,MEGANANO GEL 50 GM,MEGANANO
1618,420310329,MEGVAL INJECTION,MEGVAL
1619,427770054,MERONOVA 1 GM INJECTION,MERONOVA
1620,427770048,MEROTEC 1 GM INJECTION,MEROTEC
1621,427770045,MEROTEC 125 MG INJECTION,MEROTEC
1622,427770079,MEROTEC 2 GM INJECTION,MEROTEC
1623,427770046,MEROTEC 250 MG INJECTION,MEROTEC
1624,427770047,MEROTEC 500 MG INJECTION,MEROTEC
1625,423330476,MEROTEC XP 1.5 GM INJECTION,MEROTEC
1626,421112480,MERTABTO TABLET,MERTABTO
1627,424440981,MESALACURE TABLET  1.2GM,MESALACURE
1628,424440770,MESALACURE TABLETÂ  400 MG,MESALACURE
1629,420000453,METHICOCID GEL 170 ML,METHICOCID
1630,423330366,METHYPREG - DS TABLETS,METHYPREG
1631,427770195,METHYPREG TABLETS,METHYPREG
1632,424440024,METPURE AM 2.5 TABLETS,METPURE
1633,424440025,METPURE AM 5 TABLETS,METPURE
1634,421110815,METPURE AR 2.5 TABLETS,METPURE
1635,421110816,METPURE AR 5 TABLETS,METPURE
1636,424440972,METPURE H 50 TABELTS,METPURE
1637,424440971,METPURE H TABLET,METPURE
1638,421110608,METPURE IR 25 TABLETS,METPURE
1639,421110609,METPURE IR 50 TABLETS,METPURE
1640,421110534,METPURE ORAL SOLUTION,METPURE
1641,421110817,METPURE TEL 20 TABLETS,METPURE
1642,424441627,METPURE TEL 40 TABLETS,METPURE
1643,424441835,METPURE XL 12.5 TABLET,METPURE
1644,424441836,METPURE XL 25 TABLET,METPURE
1645,421112500,METPURE XL 50 MG TABLET 10X10,METPURE
1646,421110602,METPURE XL 50 TABLET (BULK PACK),METPURE
1647,421110738,METPURE-AP 50 TABLET,METPURE
1648,421110737,METPURE-AP TABLETS,METPURE
1649,424440115,METPURE-ST 50 TABLET,METPURE
1650,424440114,METPURE-ST TABLETS,METPURE
1651,423331142,MEZTEC 1.2 GM TAB,MEZTEC
1652,423331141,MEZTEC 400Â  GM TAB,MEZTEC
1653,423330695,MIGHTYLIV SYRUP 100 ML,MIGHTYLIV
1654,423330694,MIGHTYLIV SYRUP 200 ML,MIGHTYLIV
1655,423331549,MIGHTYVIT SYRUP 200 ML,MIGHTYVIT
1656,423331488,MIGHTYZIME SYRUP 200 ML,MIGHTYZIME
1657,421112057,MIGITUS 10 TABLET,MIGITUS
1658,421112058,MIGITUS 5 TABLET,MIGITUS
1659,421112123,MIGITUS F TABLET,MIGITUS
1660,420008968,MIRCERA 100MCG/0.3ML INJECTION,MIRCERA
1661,420008980,MIRCERA 100MCG/0.3ML INJECTION INST,MIRCERA
1662,420008969,MIRCERA 50MCG/0.3ML INJECTION,MIRCERA
1663,420008981,MIRCERA 50MCG/0.3ML INJECTION INST,MIRCERA
1664,420008970,MIRCERA 75MCG/0.3ML INJECTION,MIRCERA
1665,420008982,MIRCERA 75MCG/0.3ML INJECTION INST,MIRCERA
1666,421112914,M-NEM 1000 MG INJECTION,M-NEM
1667,421112915,M-NEM 500 MG INJECTION,M-NEM
1668,422220234,MOFILET 250 TABLETS,MOFILET
1669,492220003,MOFILET 500 MG TABLET,MOFILET
1670,422220222,MOFILET S 180 TABLET,MOFILET
1671,422220220,MOFILET S 360 TABLET,MOFILET
1672,492220058,MOFILET TABLET 750 MG,MOFILET
1673,424441771,MOLENA 200 MG CAPSULE 40S,MOLENA
1674,421112409,MOMB9 CAPSULES,MOMB9
1675,421112780,MONAST - LC TABLETS 1 X 15 T,MONAST
1676,421112962,MONAST BL SUSPENSION 60 ML,MONAST
1677,421112961,MONAST BL TABLET,MONAST
1678,421112148,MONAST FX TABLET,MONAST
1679,421112194,MONAST LC-KID TABLET,MONAST
1680,421111200,MONAST-LC SUSPENSION 30 ML,MONAST
1681,421111201,MONAST-LC SUSPENSION 60 ML,MONAST
1682,421111140,MONAST-LC TABLETS,MONAST
1683,427770400,MONOBACT 1.5 GM INJECTION,MONOBACT
1684,427770398,MONOBACT 375 INJECTION,MONOBACT
1685,427770399,MONOBACT 750 INJECTION,MONOBACT
1686,427770401,MONOBACT KID INJECTION,MONOBACT
1687,427770300,MONTEFEX TABLETS,MONTEFEX
1688,424441066,MOVEBILE  300 TABLETS,MOVEBILE
1689,424441065,MOVEBILE 150 TABLETS,MOVEBILE
1690,422220377,MUCATHIS GEL 300ML,MUCATHIS
1691,421111778,MUPIRO OINTMENT 1X3GM,MUPIRO
1692,421112221,MUPIRO OINTMENT 1X5 GM,MUPIRO
1693,423331151,MUPIVENTUS OINTMENT,MUPIVENTUS
1694,421113033,MUVMEND FIBRE GRANULES 180GM,MUVMEND
1695,421113032,MUVMEND FIBRE GRANULES 90GM,MUVMEND
1696,421112521,MUVMEND ORAL SOLUTION 150 ML,MUVMEND
1697,421112812,MUVMEND ORAL SOLUTION 200 ML,MUVMEND
1698,421112522,MUVMEND ORAL SOLUTION 450 ML,MUVMEND
1699,421111904,MUVPRU TABLET 1 MG,MUVPRU
1700,421111905,MUVPRU TABLET 2 MG,MUVPRU
1701,421111982,MVISTA CAPSULES,MVISTA
1702,423330711,MYGHTVIT SYP,MYGHTVIT
1703,427770369,MYOTOP 150 TABLETS,MYOTOP
1704,427770370,MYOTOP 450 SR TABLETS,MYOTOP
1705,423331361,MYOTOP D TABLETS,MYOTOP
1706,427770371,MYOTOP DSR TABLETS,MYOTOP
1707,427770372,MYOTOP P TABLETS,MYOTOP
1708,494440130,MYPLAT TABLETS,MYPLAT
1709,421112244,NABCURE INJECTION 100MG/VIAL,NABCURE
1710,421112838,NAPROXEN SODIUM & DOMPERIDONE TAB 10x10T,NAPROXEN
1711,421112839,NAPROXEN TAB 500 MG 10X2X10T,NAPROXEN
1712,424440870,NATRIEM 30 TABLET,NATRIEM
1713,424440775,NATRIEM 60 TABLET,NATRIEM
1714,420000472,NDS 120 MG TABLET,NDS
1715,420000473,NDS 60 MG TABLET,NDS
1716,423331035,NEBESEL 2.5 TABLETS,NEBESEL
1717,423331036,NEBESEL 5 TABLETS,NEBESEL
1718,423330552,NEOFORTAN  D TABLETS,NEOFORTAN
1719,421110553,NEPHCELOL CAPSULES,NEPHCELOL
1720,421110552,NEPHCELOL INJECTION,NEPHCELOL
1721,420000456,NETIDE TABLET 50 MG,NETIDE
1722,423330826,NETROMAX 10 MG INJECTION,NETROMAX
1723,423330829,NETROMAX 150 MG INJECTION,NETROMAX
1724,423331128,NETROMAX 200 MG INJECTION,NETROMAX
1725,423330827,NETROMAX 25 MG INJECTION,NETROMAX
1726,423330830,NETROMAX 300 MG INJECTION,NETROMAX
1727,423330828,NETROMAX 50 MG INJECTION,NETROMAX
1728,421111223,NEUAL -20 TABLETS,NEUAL
1729,421111228,NEUAL TM 80 TABLETS,NEUAL
1730,421111212,NEUAL TM TABLETS,NEUAL
1731,424441182,NEUAL-10 TABLETS,NEUAL
1732,424440481,NEUAL-5 TABLETS,NEUAL
1733,424440876,NEVIR 200 MG TABLET 60S,NEVIR
1734,424441482,NEVIR ER TBALET 1 X 30,NEVIR
1735,490000025,NEVIR SUSPENSION 100 ML,NEVIR
1736,494440068,NEVIR TABLETS 60 T,NEVIR
1737,423331333,NEW NORMET SUSPENSION,NEW
1738,423331711,NEXDOL - P  TABLETS,NEXDOL
1739,423331585,NEXDOL 100 INJECTION,NEXDOL
1740,423331584,NEXDOL 50 INJECTION,NEXDOL
1741,423330354,NEXDOL-SR TABLETS,NEXDOL
1742,423330108,NEXPAN 20 MG TABLETS,NEXPAN
1743,423331638,NEXPAN 40 MG TABLETS,NEXPAN
1744,423331646,NEXPAN D TABLET,NEXPAN
1745,423331637,NEXPAN DSR CAPSULES,NEXPAN
1746,423330182,NEXPAN IV 20 MG INJECTION,NEXPAN
1747,421112331,NEXT KI 100mg TABLETS 1X30T,NEXT KI
1748,421112329,NEXT KI 50mg TABLETS 1X60T,NEXT KI
1749,421112330,NEXT KI 70mg TABLETS 1X60T,NEXT KI
1750,424440091,NEYTA TABLETS,NEYTA
1751,423331610,NIB XR 11 MG TABLET,NIB XR
1752,421113080,NITOGLOL 2.6 TABLET 30T,NITOGLOL
1753,421113075,NITOGLOL 6.4 TABLET 30T,NITOGLOL
1754,420000793,NORMET R 30 SACHET,NORMET
1755,420000784,NORMET R CAPSULES,NORMET
1756,420000792,NORMET R SACHET,NORMET
1757,421110101,NORMET SUSPENSION 30 ML,NORMET
1758,421110102,NORMET SUSPENSION 60 ML,NORMET
1759,420000271,NORMET TABLET 400 MG 10,NORMET
1760,427770154,NORMET TABLETS,NORMET
1761,421110283,NORMET XT SUSPENSION 30 ML,NORMET
1762,421110799,NORMIGYL DRY SYRUP 30 ML,NORMIGYL
1763,421110798,NORMIGYL TABLETS,NORMIGYL
1764,423331087,NORMOPAR TABLETS,NORMOPAR
1765,421111780,NU ALERT PREGNANCY TEST KIT,NU ALERT
1766,424441611,NUACE TABLETS 1x30 T,NUACE
1767,421110665,NUBIMAX - 250 MG INJECTION,NUBIMAX
1768,424440967,NUCARNIT 500 TABLET,NUCARNIT
1769,421112279,NUCARNIT INJECTION,NUCARNIT
1770,424441223,NUCARNIT M TABLET,NUCARNIT
1771,420000847,NUCARNIT MF TABLET,NUCARNIT
1772,424440964,NUCARNIT TABLET 10,NUCARNIT
1773,424440965,NUCARNIT-F TABLET,NUCARNIT
1774,424441444,NUCORIL - 5 TABLETS 1X10 T,NUCORIL
1775,424440492,NUCORIL - 5 TABLETS 1X30 T,NUCORIL
1776,424440893,NUCORIL 5 MG TAB 20,NUCORIL
1777,421110410,NUCORIL I.V.48 MG INJECTION,NUCORIL
1778,424440669,NUCORIL OD TABLET,NUCORIL
1779,421111009,NUCROVIT TABLETS,NUCROVIT
1780,427770149,NUKAST 10 TABLETS,NUKAST
1781,427770322,NUKAST 4 DT TABLET,NUKAST
1782,423331106,NUKAST 4 SYRUP,NUKAST
1783,427770148,NUKAST 4 TABLETS,NUKAST
1784,423331466,NUKAST AB TABLETS,NUKAST
1785,421110111,NUMLO L TABLET,NUMLO
1786,420000458,NUMLO TABLET 2.5 MG,NUMLO
1787,421112770,NUMLO TMH TABLET 10x10T,NUMLO
1788,424440015,NUMLO-AT TABLET,NUMLO
1789,424441936,NUMLO-AT TABLET 1X15 T,NUMLO
1790,424440017,NUMLO-D 5 TABLET,NUMLO
1791,424441201,NUMLO-D 5 TABLET 1x15 T,NUMLO
1792,421110384,NUMLO-D TABLET,NUMLO
1793,424441202,NUMLO-D TABLET 1X15 T,NUMLO
1794,424441470,NUMLO-M  TABLETS 10X10 T,NUMLO
1795,424441471,NUMLO-M 5 TABLETS 10X10 T,NUMLO
1796,421110823,NUMLOPAR 5 TABLETS,NUMLOPAR
1797,421110822,NUMLOPAR TABLETS,NUMLOPAR
1798,421110615,NUMLO-R TABLETS,NUMLO
1799,421110630,NUMLO-TM 5 TABLETS,NUMLO
1800,421112128,NUMLO-TM 5 TABLETS 1X15 T,NUMLO
1801,421111349,NUMLO-TM TABLETS,NUMLO
1802,421112129,NUMLO-TM TABLETS 1X15 T,NUMLO
1803,424440070,NUMLOTOR - 5 TABLETS,NUMLOTOR
1804,421110386,NUMLOTOR TABLET,NUMLOTOR
1805,421112611,NUNIT TZ TABLET 20x10T,NUNIT
1806,424440553,NUSAR 25 MG TABLET,NUSAR
1807,424440554,NUSAR 50 MG TABLET,NUSAR
1808,421110117,NUSAR AM 5 MG TABLET,NUSAR
1809,424441085,NUSAR AM TABLET,NUSAR
1810,421110764,NUSAR AMH 5 TABLETS,NUSAR
1811,421110763,NUSAR AMH TABLETS,NUSAR
1812,424440065,NUSAR ATN TABLET,NUSAR
1813,424440200,NUSAR H TABLET,NUSAR
1814,420000950,NUSAR R 2.5 TABLET,NUSAR
1815,420000236,NUSAR R 5 TABLET,NUSAR
1816,420000482,NUSPRIN TABLET 100 MG,NUSPRIN
1817,420000483,NUSPRIN TABLET 150 MG,NUSPRIN
1818,420000481,NUSPRIN TABLET 75 MG,NUSPRIN
1819,421111768,NUTIN 100 TABLET,NUTIN
